date,open,high,low,close,adj_close,volume
2022-03-19,14325.5,14357.7998046875,14218.5498046875,14326.0,14326.0,0.0
2022-03-20,14325.5,14357.7998046875,14218.5498046875,14326.0,14326.0,0.0
2022-03-21,14335.0,14350.7001953125,14268.2998046875,14342.2998046875,14342.2998046875,0.0
2022-03-22,14342.0,14357.0,14269.2998046875,14345.0,14345.0,0.0
2022-03-23,14345.5,14386.0,14321.0,14345.5,14345.5,0.0
2022-03-24,14389.0,14389.0,14344.0,14389.0,14389.0,0.0
2022-03-25,14358.0,14375.0,14326.0,14337.099609375,14337.099609375,0.0
2022-03-26,14358.0,14375.0,14326.0,14337.099609375,14337.099609375,0.0
2022-03-27,14358.0,14375.0,14326.0,14337.099609375,14337.099609375,0.0
2022-03-28,14334.0,14374.7001953125,14334.0,14334.0,14334.0,0.0
2022-03-29,14373.0,14372.2001953125,14288.2001953125,14373.0,14373.0,0.0
2022-03-30,14334.0,14362.5,14292.1796875,14334.0,14334.0,0.0
2022-03-31,14327.5,14375.400390625,14319.5,14327.5,14327.5,0.0
2022-04-01,14351.0,14379.2001953125,14341.2001953125,14351.0,14351.0,0.0
2022-04-02,14351.0,14379.2001953125,14341.2001953125,14351.0,14351.0,0.0
2022-04-03,14351.0,14379.2001953125,14341.2001953125,14351.0,14351.0,0.0
2022-04-04,14361.0,14366.5,14292.1796875,14361.0,14361.0,0.0
2022-04-05,14322.2998046875,14368.0,14322.2998046875,14322.2998046875,14322.2998046875,0.0
2022-04-06,14365.5,14384.900390625,14340.0,14365.5,14365.5,0.0
2022-04-07,14382.0,14381.7998046875,14349.0,14382.0,14382.0,0.0
2022-04-08,14385.0,14393.400390625,14352.0,14385.0,14385.0,0.0
2022-04-09,14385.0,14393.400390625,14352.0,14385.0,14385.0,0.0
2022-04-10,14385.0,14393.400390625,14352.0,14385.0,14385.0,0.0
2022-04-11,14355.0,14381.2998046875,14355.0,14355.0,14355.0,0.0
2022-04-12,14360.7001953125,14381.2001953125,14351.7001953125,14360.7001953125,14360.7001953125,0.0
2022-04-13,14364.2001953125,15611.599609375,14338.599609375,14364.2001953125,14364.2001953125,0.0
2022-04-14,14360.2001953125,14385.900390625,14337.0,14360.2001953125,14360.2001953125,0.0
2022-04-15,14383.900390625,14394.5,14337.0,14383.900390625,14383.900390625,0.0
2022-04-16,14383.900390625,14394.5,14337.0,14383.900390625,14383.900390625,0.0
2022-04-17,14383.900390625,14394.5,14337.0,14383.900390625,14383.900390625,0.0
2022-04-18,14337.0,14368.0,14277.259765625,14337.0,14337.0,0.0
2022-04-19,14353.7998046875,14364.5,14303.5,14353.7998046875,14353.7998046875,0.0
2022-04-20,14364.900390625,14384.5,14275.26953125,14364.900390625,14364.900390625,0.0
2022-04-21,14351.0,14359.2001953125,14279.25,14351.0,14351.0,0.0
2022-04-22,14382.0,14492.0,14337.0,14382.0,14382.0,0.0
2022-04-23,14382.0,14492.0,14337.0,14382.0,14382.0,0.0
2022-04-24,14382.0,14492.0,14337.0,14382.0,14382.0,0.0
2022-04-25,14350.0,14525.0,14350.0,14350.0,14350.0,0.0
2022-04-26,14478.0,14476.5,14361.5,14478.0,14478.0,0.0
2022-04-27,14466.0,14510.599609375,14345.5,14466.0,14466.0,0.0
2022-04-28,14447.5,14528.900390625,14420.0,14447.5,14447.5,0.0
2022-04-29,14502.0,14560.0,14398.5,14502.0,14502.0,0.0
2022-04-30,14502.0,14560.0,14398.5,14502.0,14502.0,0.0
2022-05-01,14502.0,14560.0,14398.5,14502.0,14502.0,0.0
2022-05-02,14490.0,14565.0,14490.0,14490.0,14490.0,0.0
2022-05-03,14522.599609375,14576.099609375,14458.5,14522.599609375,14522.599609375,0.0
2022-05-04,14491.0,14507.0,14411.900390625,14491.0,14491.0,0.0
2022-05-05,14425.0,14490.0,14386.0,14425.0,14425.0,0.0
2022-05-06,14458.7001953125,14501.5,14450.900390625,14458.7001953125,14458.7001953125,0.0
2022-05-07,14458.7001953125,14501.5,14450.900390625,14458.7001953125,14458.7001953125,0.0
2022-05-08,14458.7001953125,14501.5,14450.900390625,14458.7001953125,14458.7001953125,0.0
2022-05-09,14490.0,14594.900390625,14490.0,14490.0,14490.0,0.0
2022-05-10,14552.2001953125,14620.7998046875,14508.5,14552.2001953125,14552.2001953125,0.0
2022-05-11,14520.7998046875,14560.7998046875,14490.400390625,14520.7998046875,14520.7998046875,0.0
2022-05-12,14543.400390625,14671.599609375,14523.7001953125,14543.400390625,14543.400390625,0.0
2022-05-13,14632.099609375,14669.5,14589.7001953125,14632.099609375,14632.099609375,0.0
2022-05-14,14632.099609375,14669.5,14589.7001953125,14632.099609375,14632.099609375,0.0
2022-05-15,14632.099609375,14669.5,14589.7001953125,14632.099609375,14632.099609375,0.0
2022-05-16,14606.0,14744.7001953125,14596.7001953125,14606.0,14606.0,0.0
2022-05-17,14645.0,14690.0,14606.0,14645.0,14645.0,0.0
2022-05-18,14630.599609375,14731.5,14630.599609375,14630.599609375,14630.599609375,0.0
2022-05-19,14740.0,14755.0,14568.5,14740.0,14740.0,0.0
2022-05-20,14626.7998046875,14683.7998046875,14618.0,14626.7998046875,14626.7998046875,0.0
2022-05-21,14626.7998046875,14683.7998046875,14618.0,14626.7998046875,14626.7998046875,0.0
2022-05-22,14626.7998046875,14683.7998046875,14618.0,14626.7998046875,14626.7998046875,0.0
2022-05-23,14645.0,14671.7001953125,14609.900390625,14645.0,14645.0,0.0
2022-05-24,14619.2001953125,14687.099609375,14591.6796875,14619.2001953125,14619.2001953125,0.0
2022-05-25,14635.7998046875,14663.0,14588.5,14635.7998046875,14635.7998046875,0.0
2022-05-26,14597.0,14631.400390625,14572.2001953125,14597.0,14597.0,0.0
2022-05-27,14584.2001953125,14626.0,14522.2001953125,14584.2001953125,14584.2001953125,0.0
2022-05-28,14584.2001953125,14626.0,14522.2001953125,14584.2001953125,14584.2001953125,0.0
2022-05-29,14584.2001953125,14626.0,14522.2001953125,14584.2001953125,14584.2001953125,0.0
2022-05-30,14570.0,14571.0,14497.7998046875,14570.0,14570.0,0.0
2022-05-31,14538.400390625,14594.0,14471.2802734375,14538.400390625,14538.400390625,0.0
2022-06-01,14543.900390625,14574.0,14513.400390625,14543.900390625,14543.900390625,0.0
2022-06-02,14531.5,14585.2001953125,14364.5,14531.5,14531.5,0.0
2022-06-03,14426.7998046875,14476.0,14385.0,14426.7998046875,14426.7998046875,0.0
2022-06-04,14426.7998046875,14476.0,14385.0,14426.7998046875,14426.7998046875,0.0
2022-06-05,14426.7998046875,14476.0,14385.0,14426.7998046875,14426.7998046875,0.0
2022-06-06,14431.0,14472.0,14401.7001953125,14431.0,14431.0,0.0
2022-06-07,14435.2001953125,14473.7001953125,14435.2998046875,14435.2001953125,14435.2001953125,0.0
2022-06-08,14458.7998046875,14523.5,14411.5,14458.7998046875,14458.7998046875,0.0
2022-06-09,14495.2998046875,14592.599609375,14404.6201171875,14495.2998046875,14495.2998046875,0.0
2022-06-10,14611.7998046875,14647.0,14454.7001953125,14611.7998046875,14611.7998046875,0.0
2022-06-11,14611.7998046875,14647.0,14454.7001953125,14611.7998046875,14611.7998046875,0.0
2022-06-12,14611.7998046875,14647.0,14454.7001953125,14611.7998046875,14611.7998046875,0.0
2022-06-13,14546.0,14808.2001953125,14496.16015625,14546.0,14546.0,0.0
2022-06-14,14795.0,14804.0,14678.0,14795.0,14795.0,0.0
2022-06-15,14740.7998046875,14791.2001953125,14632.7001953125,14740.7998046875,14740.7998046875,0.0
2022-06-16,14681.0,14872.0,14661.2001953125,14681.0,14681.0,0.0
2022-06-17,14776.099609375,14854.5,14667.2998046875,14776.099609375,14776.099609375,0.0
2022-06-18,14776.099609375,14854.5,14667.2998046875,14776.099609375,14776.099609375,0.0
2022-06-19,14776.099609375,14854.5,14667.2998046875,14776.099609375,14776.099609375,0.0
2022-06-20,14816.0,14848.2001953125,14753.8603515625,14816.0,14816.0,0.0
2022-06-21,14827.7001953125,14840.0,14774.7001953125,14827.7001953125,14827.7001953125,0.0
2022-06-22,14831.7001953125,14883.7001953125,14775.2001953125,14831.7001953125,14831.7001953125,0.0
2022-06-23,14843.0,14872.0,14790.7001953125,14843.0,14843.0,0.0
2022-06-24,14841.7998046875,14861.599609375,14815.5,14841.7998046875,14841.7998046875,0.0
2022-06-25,14841.7998046875,14861.599609375,14815.5,14841.7998046875,14841.7998046875,0.0
2022-06-26,14841.7998046875,14861.599609375,14815.5,14841.7998046875,14841.7998046875,0.0
2022-06-27,14841.0,14841.0,14779.599609375,14841.0,14841.0,0.0
2022-06-28,14791.0,14853.5,14783.7001953125,14791.0,14791.0,0.0
2022-06-29,14857.0,14876.7998046875,14823.400390625,14857.0,14857.0,0.0
2022-06-30,14877.0,14984.0,14842.0,14877.0,14877.0,0.0
2022-07-01,14921.900390625,15019.7998046875,14891.0,14921.900390625,14921.900390625,0.0
2022-07-02,14921.900390625,15019.7998046875,14891.0,14921.900390625,14921.900390625,0.0
2022-07-03,14921.900390625,15019.7998046875,14891.0,14921.900390625,14921.900390625,0.0
2022-07-04,14931.0,15009.5,14925.7001953125,14931.0,14931.0,0.0
2022-07-05,15008.0,15058.599609375,14885.2001953125,15008.0,15008.0,0.0
2022-07-06,15037.0,15044.5,14990.0,15037.0,15037.0,0.0
2022-07-07,15010.0,15014.2001953125,14938.0,15010.0,15010.0,0.0
2022-07-08,14964.599609375,15003.7998046875,14941.2998046875,14964.599609375,14964.599609375,0.0
2022-07-09,14964.599609375,15003.7998046875,14941.2998046875,14964.599609375,14964.599609375,0.0
2022-07-10,14964.599609375,15003.7998046875,14941.2998046875,14964.599609375,14964.599609375,0.0
2022-07-11,14970.0,15019.400390625,14939.7001953125,14970.0,14970.0,0.0
2022-07-12,14989.099609375,15025.7001953125,14948.7001953125,14989.099609375,14989.099609375,0.0
2022-07-13,15010.0,15060.5,14957.2001953125,15010.0,15010.0,0.0
2022-07-14,15030.400390625,15100.2001953125,14981.0,15030.400390625,15030.400390625,0.0
2022-07-15,15037.099609375,15121.0,14962.0,15037.099609375,15037.099609375,0.0
2022-07-16,15037.099609375,15121.0,14962.0,15037.099609375,15037.099609375,0.0
2022-07-17,15037.099609375,15121.0,14962.0,15037.099609375,15037.099609375,0.0
2022-07-18,14986.0,15007.2001953125,14924.0,14986.0,14986.0,0.0
2022-07-19,14977.0,15023.0,14911.0703125,14977.0,14977.0,0.0
2022-07-20,14960.7998046875,15029.0,14953.900390625,14960.7998046875,14960.7998046875,0.0
2022-07-21,15022.0,15064.7998046875,14960.7001953125,15022.0,15022.0,0.0
2022-07-22,15004.2001953125,15066.0,14944.0,15004.2001953125,15004.2001953125,0.0
2022-07-23,15004.2001953125,15066.0,14944.0,15004.2001953125,15004.2001953125,0.0
2022-07-24,15004.2001953125,15066.0,14944.0,15004.2001953125,15004.2001953125,0.0
2022-07-25,15011.0,15011.0,14943.5,15011.0,15011.0,0.0
2022-07-26,14978.0,15019.400390625,14946.2998046875,14978.0,14978.0,0.0
2022-07-27,14982.7998046875,15026.2998046875,14953.2998046875,14982.7998046875,14982.7998046875,0.0
2022-07-28,14914.2001953125,14968.0,14877.2998046875,14914.2001953125,14914.2001953125,0.0
2022-07-29,14849.099609375,14887.5,14822.5,14849.099609375,14849.099609375,0.0
2022-07-30,14849.099609375,14887.5,14822.5,14849.099609375,14849.099609375,0.0
2022-07-31,14849.099609375,14887.5,14822.5,14849.099609375,14849.099609375,0.0
2022-08-01,14826.0,14886.900390625,14819.7001953125,14826.0,14826.0,0.0
2022-08-02,14838.0,14912.7998046875,14837.0,14838.0,14838.0,0.0
2022-08-03,14890.099609375,14916.0,14860.7001953125,14890.099609375,14890.099609375,0.0
2022-08-04,14900.0,14950.2001953125,14878.7998046875,14900.0,14900.0,0.0
2022-08-05,14884.7001953125,14977.0,14872.5,14884.7001953125,14884.7001953125,0.0
2022-08-06,14884.7001953125,14977.0,14872.5,14884.7001953125,14884.7001953125,0.0
2022-08-07,14884.7001953125,14977.0,14872.5,14884.7001953125,14884.7001953125,0.0
2022-08-08,14886.0,14938.0,14818.2001953125,14886.0,14886.0,0.0
2022-08-09,14831.2001953125,14871.2001953125,14821.2001953125,14831.2001953125,14831.2001953125,0.0
2022-08-10,14856.7001953125,14882.5,14777.2001953125,14856.7001953125,14856.7001953125,0.0
2022-08-11,14756.900390625,14813.7001953125,14656.599609375,14756.900390625,14756.900390625,0.0
2022-08-12,14724.2001953125,14761.0,14648.5,14724.2001953125,14724.2001953125,0.0
2022-08-13,14724.2001953125,14761.0,14648.5,14724.2001953125,14724.2001953125,0.0
2022-08-14,14724.2001953125,14761.0,14648.5,14724.2001953125,14724.2001953125,0.0
2022-08-15,14661.0,14776.5,14656.5,14661.0,14661.0,0.0
2022-08-16,14776.400390625,14791.5,14747.0,14776.400390625,14776.400390625,0.0
2022-08-17,14747.099609375,14789.7001953125,14721.900390625,14747.099609375,14747.099609375,0.0
2022-08-18,14764.099609375,14852.2998046875,14754.5,14764.099609375,14764.099609375,0.0
2022-08-19,14845.7001953125,14909.099609375,14819.2001953125,14845.7001953125,14845.7001953125,0.0
2022-08-20,14845.7001953125,14909.099609375,14819.2001953125,14845.7001953125,14845.7001953125,0.0
2022-08-21,14845.7001953125,14909.099609375,14819.2001953125,14845.7001953125,14845.7001953125,0.0
2022-08-22,14831.0,14944.099609375,14831.0,14831.0,14831.0,0.0
2022-08-23,14933.5,14935.0,14821.0,14933.5,14933.5,0.0
2022-08-24,14850.0,14874.7001953125,14796.2998046875,14850.0,14850.0,0.0
2022-08-25,14845.0,14845.0,14766.099609375,14845.0,14845.0,0.0
2022-08-26,14773.0,14823.2998046875,14742.5,14773.0,14773.0,0.0
2022-08-27,14773.0,14823.2998046875,14742.5,14773.0,14773.0,0.0
2022-08-28,14773.0,14823.2998046875,14742.5,14773.0,14773.0,0.0
2022-08-29,14811.0,14909.900390625,14811.0,14811.0,14811.0,0.0
2022-08-30,14895.0,14895.0,14812.5703125,14895.0,14895.0,0.0
2022-08-31,14850.0,14869.099609375,14820.7001953125,14850.0,14850.0,0.0
2022-09-01,14855.0,14905.900390625,14836.0,14855.0,14855.0,0.0
2022-09-02,14902.099609375,14910.5,14857.400390625,14902.099609375,14902.099609375,0.0
2022-09-03,14902.099609375,14910.5,14857.400390625,14902.099609375,14902.099609375,0.0
2022-09-04,14902.099609375,14910.5,14857.400390625,14902.099609375,14902.099609375,0.0
2022-09-05,14890.0,14939.0,14823.5,14890.0,14890.0,0.0
2022-09-06,14882.2998046875,14915.0,14849.5,14882.2998046875,14882.2998046875,0.0
2022-09-07,14904.0,14961.599609375,14880.0,14904.0,14904.0,0.0
2022-09-08,14865.2998046875,14919.7001953125,14862.0,14865.2998046875,14865.2998046875,0.0
2022-09-09,14892.2998046875,14900.0,14806.400390625,14892.2998046875,14892.2998046875,0.0
2022-09-10,14892.2998046875,14900.0,14806.400390625,14892.2998046875,14892.2998046875,0.0
2022-09-11,14892.2998046875,14900.0,14806.400390625,14892.2998046875,14892.2998046875,0.0
2022-09-12,14823.0,14890.099609375,14805.2001953125,14823.0,14823.0,0.0
2022-09-13,14858.7001953125,14948.400390625,14831.2001953125,14858.7001953125,14858.7001953125,0.0
2022-09-14,14954.900390625,14980.7998046875,14868.2998046875,14954.900390625,14954.900390625,0.0
2022-09-15,14915.0,14951.0,14871.099609375,14915.0,14915.0,0.0
2022-09-16,14933.599609375,14997.7998046875,14891.0,14933.599609375,14933.599609375,0.0
2022-09-17,14933.599609375,14997.7998046875,14891.0,14933.599609375,14933.599609375,0.0
2022-09-18,14933.599609375,14997.7998046875,14891.0,14933.599609375,14933.599609375,0.0
2022-09-19,14946.0,15002.900390625,14934.2001953125,14946.0,14946.0,0.0
2022-09-20,14985.7998046875,15043.099609375,14508.7001953125,14985.7998046875,14985.7998046875,0.0
2022-09-21,15008.599609375,15039.0,14908.5,15008.599609375,15008.599609375,0.0
2022-09-22,15019.0,15055.5,14908.2998046875,15019.0,15019.0,0.0
2022-09-23,15026.599609375,15101.5,14957.830078125,15026.599609375,15026.599609375,0.0
2022-09-24,15026.599609375,15101.5,14957.830078125,15026.599609375,15026.599609375,0.0
2022-09-25,15026.599609375,15101.5,14957.830078125,15026.599609375,15026.599609375,0.0
2022-09-26,15031.0,15183.400390625,15031.0,15031.0,15031.0,0.0
2022-09-27,15204.0,15213.0,15043.41015625,15204.0,15204.0,0.0
2022-09-28,15167.2001953125,15319.2998046875,15116.0,15167.2001953125,15167.2001953125,0.0
2022-09-29,15175.2998046875,15282.7001953125,15142.099609375,15175.2998046875,15175.2998046875,0.0
2022-09-30,15175.2001953125,15279.099609375,15172.599609375,15175.2001953125,15175.2001953125,0.0
2022-10-01,15175.2001953125,15279.099609375,15172.599609375,15175.2001953125,15175.2001953125,0.0
2022-10-02,15175.2001953125,15279.099609375,15172.599609375,15175.2001953125,15175.2001953125,0.0
2022-10-03,15221.0,15362.900390625,15221.0,15221.0,15221.0,0.0
2022-10-04,15290.0,15309.5,15175.400390625,15290.0,15290.0,0.0
2022-10-05,15180.0,15245.0,15142.400390625,15180.0,15180.0,0.0
2022-10-06,15206.7001953125,15249.0,15115.099609375,15206.7001953125,15206.7001953125,0.0
2022-10-07,15215.7998046875,15285.5,15181.0,15215.7998046875,15215.7998046875,0.0
2022-10-08,15215.7998046875,15285.5,15181.0,15215.7998046875,15215.7998046875,0.0
2022-10-09,15215.7998046875,15285.5,15181.0,15215.7998046875,15215.7998046875,0.0
2022-10-10,15246.0,15343.0,15172.900390625,15246.0,15246.0,0.0
2022-10-11,15343.0,15374.7998046875,15305.0,15343.0,15343.0,0.0
2022-10-12,15338.5,15390.2001953125,15330.5,15338.5,15338.5,0.0
2022-10-13,15318.599609375,15429.099609375,15265.7001953125,15318.599609375,15318.599609375,0.0
2022-10-14,15364.0,15487.0,15331.599609375,15364.0,15364.0,0.0
2022-10-15,15364.0,15487.0,15331.599609375,15364.0,15364.0,0.0
2022-10-16,15364.0,15487.0,15331.599609375,15364.0,15364.0,0.0
2022-10-17,15420.0,15510.7001953125,15420.0,15420.0,15420.0,0.0
2022-10-18,15441.400390625,15492.5,15428.599609375,15441.400390625,15441.400390625,0.0
2022-10-19,15466.2001953125,15536.7998046875,15448.900390625,15466.2001953125,15466.2001953125,0.0
2022-10-20,15620.0,15620.0,15516.5,15620.0,15620.0,0.0
2022-10-21,15562.0,15649.7001953125,15501.099609375,15562.0,15562.0,0.0
2022-10-22,15562.0,15649.7001953125,15501.099609375,15562.0,15562.0,0.0
2022-10-23,15562.0,15649.7001953125,15501.099609375,15562.0,15562.0,0.0
2022-10-24,15626.0,15626.0,15528.5,15626.0,15626.0,0.0
2022-10-25,15586.5,15634.0,15510.099609375,15586.5,15586.5,0.0
2022-10-26,15549.0,15616.0,15491.7001953125,15549.0,15549.0,0.0
2022-10-27,15502.7001953125,15587.0,15474.599609375,15502.7001953125,15502.7001953125,0.0
2022-10-28,15554.2001953125,15573.5,15509.7001953125,15554.2001953125,15554.2001953125,0.0
2022-10-29,15554.2001953125,15573.5,15509.7001953125,15554.2001953125,15554.2001953125,0.0
2022-10-30,15554.2001953125,15573.5,15509.7001953125,15554.2001953125,15554.2001953125,0.0
2022-10-31,15549.2001953125,15656.7998046875,15545.0,15549.2001953125,15549.2001953125,0.0
2022-11-01,15649.0,15656.2001953125,15591.0,15649.0,15649.0,0.0
2022-11-02,15690.0,15690.0,15607.7998046875,15690.0,15690.0,0.0
2022-11-03,15696.0,15800.5,15630.900390625,15696.0,15696.0,0.0
2022-11-04,15780.0,15780.0,15591.7998046875,15780.0,15780.0,0.0
2022-11-05,15780.0,15780.0,15591.7998046875,15780.0,15780.0,0.0
2022-11-06,15780.0,15780.0,15591.7998046875,15780.0,15780.0,0.0
2022-11-07,15609.5,15731.0,15578.0,15609.5,15609.5,0.0
2022-11-08,15675.0,15721.0,15572.599609375,15675.0,15675.0,0.0
2022-11-09,15645.0,15691.0,15601.5,15645.0,15645.0,0.0
2022-11-10,15671.5,15714.5,15518.900390625,15671.5,15671.5,0.0
2022-11-11,15500.0,15570.7998046875,15280.2001953125,15500.0,15500.0,0.0
2022-11-12,15500.0,15570.7998046875,15280.2001953125,15500.0,15500.0,0.0
2022-11-13,15500.0,15570.7998046875,15280.2001953125,15500.0,15500.0,0.0
2022-11-14,15473.900390625,15591.099609375,15424.2998046875,15473.900390625,15473.900390625,0.0
2022-11-15,15530.099609375,15586.2001953125,15494.0,15530.099609375,15530.099609375,0.0
2022-11-16,15557.0,15637.0,15531.0,15557.0,15557.0,0.0
2022-11-17,15655.0,15757.099609375,15596.0,15655.0,15655.0,0.0
2022-11-18,15720.0,15720.0,15640.099609375,15720.0,15720.0,0.0
2022-11-19,15720.0,15720.0,15640.099609375,15720.0,15720.0,0.0
2022-11-20,15720.0,15720.0,15640.099609375,15720.0,15720.0,0.0
2022-11-21,15629.400390625,15736.0,15664.2001953125,15629.400390625,15629.400390625,0.0
2022-11-22,15755.0,15756.2998046875,15660.7998046875,15755.0,15755.0,0.0
2022-11-23,15671.0,15705.900390625,15590.7998046875,15671.0,15671.0,0.0
2022-11-24,15619.599609375,15680.0,15616.400390625,15619.599609375,15619.599609375,0.0
2022-11-25,15605.0,15721.7998046875,15605.0,15605.0,15605.0,0.0
2022-11-26,15605.0,15721.7998046875,15605.0,15605.0,15605.0,0.0
2022-11-27,15605.0,15721.7998046875,15605.0,15605.0,15605.0,0.0
2022-11-28,15675.099609375,15745.599609375,15666.0,15675.099609375,15675.099609375,0.0
2022-11-29,15746.0,15748.599609375,15702.400390625,15746.0,15746.0,0.0
2022-11-30,15726.5,15743.7001953125,15661.5,15726.5,15726.5,0.0
2022-12-01,15634.5,15644.099609375,15384.7001953125,15634.5,15634.5,0.0
2022-12-02,15355.5,15450.2001953125,15286.0,15355.5,15355.5,0.0
2022-12-03,15355.5,15450.2001953125,15286.0,15355.5,15355.5,0.0
2022-12-04,15355.5,15450.2001953125,15286.0,15355.5,15355.5,0.0
2022-12-05,15421.0,15472.2001953125,15327.2998046875,15421.0,15421.0,0.0
2022-12-06,15520.2998046875,15667.900390625,15461.0,15520.2998046875,15520.2998046875,0.0
